,ranking_date,rank,name,title,country,rating,games,birth_year,year,age
0,27-07-00,1,"Kasparov, Garry",g,RUS,2849,35,1963,0,37
1,27-07-00,2,"Kramnik, Vladimir",g,RUS,2770,23,1975,0,25
2,27-07-00,3,"Anand, Viswanathan",g,IND,2762,23,1969,0,31
3,27-07-00,4,"Morozevich, Alexander",g,RUS,2756,28,1977,0,23
4,27-07-00,5,"Adams, Michael",g,ENG,2755,38,1971,0,29
5,27-07-00,6,"Shirov, Alexei",g,ESP,2746,33,1972,0,28
6,27-07-00,7,"Leko, Peter",g,HUN,2743,29,1979,0,21
7,27-07-00,8,"Ivanchuk, Vassily",g,UKR,2719,10,1969,0,31
8,27-07-00,9,"Topalov, Veselin",g,BUL,2707,11,1975,0,25
9,27-07-00,10,"Krasenkow, Michal",g,POL,2702,61,1963,0,37
10,27-07-00,11,"Bareev, Evgeny",g,RUS,2702,17,1966,0,34
11,27-07-00,12,"Karpov, Anatoly",g,RUS,2699,11,1951,0,49
12,27-07-00,13,"Kasimdzhanov, Rustam",g,UZB,2690,44,1979,0,21
13,27-07-00,14,"Svidler, Peter",g,RUS,2689,9,1976,0,24
14,27-07-00,15,"Gelfand, Boris",g,ISR,2681,27,1968,0,32
15,27-07-00,16,"Short, Nigel D.",g,ENG,2677,44,1965,0,35
16,27-07-00,17,"Smirin, Ilia",g,ISR,2677,25,1968,0,32
17,27-07-00,18,"Dreev, Alexey",g,RUS,2676,26,1969,0,31
18,27-07-00,19,"Azmaiparashvili, Zurab",g,GEO,2673,0,1960,0,40
19,27-07-00,20,"Ye, Jiangchuan",g,CHN,2670,45,1960,0,40
20,27-07-00,21,"Rublevsky, Sergei",g,RUS,2670,24,1974,0,26
21,27-07-00,22,"Xu, Jun",g,CHN,2668,75,1962,0,38
22,27-07-00,23,"Almasi, Zoltan",g,HUN,2668,25,1976,0,24
23,27-07-00,24,"Gurevich, Mikhail",g,BEL,2667,50,1959,0,41
24,27-07-00,25,"Khalifman, Alexander",g,RUS,2667,35,1966,0,34
25,27-07-00,26,"Movsesian, Sergei",g,CZE,2666,48,1978,0,22
26,27-07-00,27,"Georgiev, Kiril",g,BUL,2661,22,1965,0,35
27,27-07-00,28,"Akopian, Vladimir",g,ARM,2660,20,1971,0,29
28,27-07-00,29,"Peng, Xiaomin",g,CHN,2657,76,1973,0,27
29,27-07-00,30,"Nikolic, Predrag",g,BIH,2657,24,1960,0,40
30,27-07-00,31,"Tkachiev, Vladislav",g,FRA,2657,23,1973,0,27
31,27-07-00,32,"Polgar, Judit (GM)",g,HUN,2656,39,1976,0,24
32,27-07-00,33,"Beliavsky, Alexander G",g,SLO,2654,77,1953,0,47
33,27-07-00,34,"Piket, Jeroen",g,NED,2649,45,1969,0,31
34,27-07-00,35,"Lautier, Joel",g,FRA,2648,26,1973,0,27
35,27-07-00,36,"Seirawan, Yasser",g,USA,2647,17,1960,0,40
36,27-07-00,37,"Fedorov, Alexei",g,BLR,2646,20,1972,0,28
37,27-07-00,38,"Salov, Valery",g,RUS,2644,0,1964,0,36
38,27-07-00,39,"Van Wely, Loek",g,NED,2643,49,1972,0,28
39,27-07-00,40,"Gulko, Boris F",g,USA,2643,9,1947,0,53
40,27-07-00,41,"Nenashev, Alexander",g,UZB,2642,54,1962,0,38
41,27-07-00,42,"Bologan, Viktor",g,MDA,2641,51,1971,0,29
42,27-07-00,43,"Andersson, Ulf",g,SWE,2641,21,1951,0,49
43,27-07-00,44,"Hodgson, Julian M.",g,ENG,2640,21,1963,0,37
44,27-07-00,45,"Shipov, Sergei",g,RUS,2640,0,1966,0,34
45,27-07-00,46,"Timman, Jan H",g,NED,2639,54,1951,0,49
46,27-07-00,47,"Zhang, Zhong",g,CHN,2636,66,1978,0,22
47,27-07-00,48,"Zvjaginsev, Vadim",g,RUS,2634,39,1976,0,24
48,27-07-00,49,"Khenkin, Igor",g,GER,2633,43,1968,0,32
49,27-07-00,50,"Milos, Gilberto",g,BRA,2633,39,1963,0,37
50,27-07-00,51,"Ponomariov, Ruslan",g,UKR,2630,7,1983,0,17
51,27-07-00,52,"Sadler, Matthew",g,ENG,2628,10,1974,0,26
52,27-07-00,53,"Sakaev, Konstantin",g,RUS,2627,43,1974,0,26
53,27-07-00,54,"Ehlvest, Jaan",g,EST,2627,42,1962,0,38
54,27-07-00,55,"Onischuk, Alexander",g,UKR,2627,24,1975,0,25
55,27-07-00,56,"Kharlov, Andrei",g,RUS,2627,22,1968,0,32
56,27-07-00,57,"Milov, Vadim",g,SUI,2626,24,1972,0,28
57,27-07-00,58,"Avrukh, Boris",g,ISR,2625,31,1978,0,22
58,27-07-00,59,"Kaidanov, Gregory S",g,USA,2624,36,1959,0,41
59,27-07-00,60,"Vaganian, Rafael A",g,ARM,2623,35,1951,0,49
60,27-07-00,61,"Speelman, Jonathan S.",g,ENG,2623,25,1956,0,44
61,27-07-00,62,"Tregubov, Pavel V.",g,RUS,2620,67,1971,0,29
62,27-07-00,63,"Korchnoi, Viktor",g,SUI,2620,51,1931,0,69
63,27-07-00,64,"Korneev, Oleg",g,RUS,2619,0,1969,0,31
64,27-07-00,65,"Huebner, Robert Dr.",g,GER,2615,24,1948,0,52
65,27-07-00,66,"Hansen, Curt",g,DEN,2613,32,1964,0,36
66,27-07-00,67,"Bacrot, Etienne",g,FRA,2613,22,1983,0,17
67,27-07-00,68,"Hracek, Zbynek",g,CZE,2612,21,1970,0,30
68,27-07-00,69,"Kozul, Zdenko",g,CRO,2611,38,1966,0,34
69,27-07-00,70,"Novikov, Igor A",g,UKR,2611,33,1962,0,38
70,27-07-00,71,"Sokolov, Ivan",g,BIH,2611,33,1968,0,32
71,27-07-00,72,"Psakhis, Lev",g,ISR,2611,21,1958,0,42
72,27-07-00,73,"Jussupow, Artur",g,GER,2610,23,1960,0,40
73,27-07-00,74,"Landa, Konstantin",g,RUS,2610,17,1972,0,28
74,27-07-00,75,"Sutovsky, Emil",g,ISR,2609,47,1977,0,23
75,27-07-00,76,"Tiviakov, Sergei",g,NED,2608,40,1973,0,27
76,27-07-00,77,"Ftacnik, Lubomir",g,SVK,2608,29,1957,0,43
77,27-07-00,78,"Dolmatov, Sergey",g,RUS,2608,28,1959,0,41
78,27-07-00,79,"Morovic Fernandez, Ivan",g,CRO,2608,13,1963,0,37
79,27-07-00,80,"Magomedov, Magaram",g,RUS,2608,12,1966,0,34
80,27-07-00,81,"Grischuk, Alexander",g,RUS,2606,36,1983,0,17
81,27-07-00,82,"Dautov, Rustem",g,GER,2606,23,1965,0,35
82,27-07-00,83,"Malakhov, Vladimir",g,RUS,2605,22,1980,0,20
83,27-07-00,84,"Smagin, Sergey",g,RUS,2605,8,1958,0,42
84,27-07-00,85,"Granda Zuniga, Julio E",g,PER,2605,0,1967,0,33
85,27-07-00,86,"Wang, Zili",g,CHN,2603,65,1968,0,32
86,27-07-00,87,"Shabalov, Alexander",g,USA,2601,67,1967,0,33
87,27-07-00,88,"Wu, Wenjin",g,CHN,2601,63,1976,0,24
88,27-07-00,89,"Dorfman, Josif D",g,FRA,2600,28,1952,0,48
89,27-07-00,90,"Baklan, Vladimir",g,UKR,2599,49,1978,0,22
90,27-07-00,91,"Giorgadze, Giorgi",g,GEO,2599,0,1964,0,36
91,27-07-00,92,"Vladimirov, Evgeny",g,KAZ,2598,71,1957,0,43
92,27-07-00,93,"Lputian, Smbat G",g,ARM,2598,22,1958,0,42
93,27-07-00,94,"Najer, Evgeniy",g,RUS,2597,42,1977,0,23
94,27-07-00,95,"Yermolinsky, Alex",g,USA,2596,44,1958,0,42
95,27-07-00,96,"Kuzmin, Alexey",g,RUS,2596,22,1963,0,37
96,27-07-00,97,"Lutz, Christopher",g,GER,2595,35,1971,0,29
97,27-07-00,98,"Minasian, Artashes",g,ARM,2595,29,1967,0,33
98,27-07-00,99,"Iordachescu, Viorel",g,MDA,2594,79,1977,0,23
99,27-07-00,100,"Fominyh, Alexander",g,RUS,2594,45,1959,0,41
100,27-10-00,1,"Kasparov, Garry",g,RUS,2849,0,1963,0,37
101,27-10-00,2,"Anand, Viswanathan",g,IND,2774,19,1969,0,31
102,27-10-00,3,"Kramnik, Vladimir",g,RUS,2772,8,1975,0,25
103,27-10-00,4,"Adams, Michael",g,ENG,2754,8,1971,0,29
104,27-10-00,5,"Leko, Peter",g,HUN,2748,8,1979,0,21
105,27-10-00,6,"Shirov, Alexei",g,ESP,2746,0,1972,0,28
106,27-10-00,7,"Morozevich, Alexander",g,RUS,2734,5,1977,0,23
107,27-10-00,8,"Ivanchuk, Vassily",g,UKR,2716,7,1969,0,31
108,27-10-00,9,"Topalov, Veselin",g,BUL,2707,0,1975,0,25
109,27-10-00,10,"Krasenkow, Michal",g,POL,2702,0,1963,0,37
110,27-10-00,11,"Karpov, Anatoly",g,RUS,2699,0,1951,0,49
111,27-10-00,12,"Svidler, Peter",g,RUS,2695,14,1976,0,24
112,27-10-00,13,"Bareev, Evgeny",g,RUS,2694,19,1966,0,34
113,27-10-00,14,"Kasimdzhanov, Rustam",g,UZB,2690,0,1979,0,21
114,27-10-00,15,"Short, Nigel D.",g,ENG,2687,14,1965,0,35
115,27-10-00,16,"Gelfand, Boris",g,ISR,2683,9,1968,0,32
116,27-10-00,17,"Ye, Jiangchuan",g,CHN,2682,16,1960,0,40
117,27-10-00,18,"Dreev, Alexey",g,RUS,2681,14,1969,0,31
118,27-10-00,19,"Azmaiparashvili, Zurab",g,GEO,2678,7,1960,0,40
119,27-10-00,20,"Georgiev, Kiril",g,BUL,2674,12,1965,0,35
120,27-10-00,21,"Smirin, Ilia",g,ISR,2674,4,1968,0,32
121,27-10-00,22,"Gurevich, Mikhail",g,BEL,2673,14,1959,0,41
122,27-10-00,23,"Akopian, Vladimir",g,ARM,2671,8,1971,0,29
123,27-10-00,24,"Almasi, Zoltan",g,HUN,2668,0,1976,0,24
124,27-10-00,25,"Movsesian, Sergei",g,CZE,2666,7,1978,0,22
125,27-10-00,26,"Xu, Jun",g,CHN,2665,26,1962,0,38
126,27-10-00,27,"Tkachiev, Vladislav",g,FRA,2659,5,1973,0,27
127,27-10-00,28,"Khalifman, Alexander",g,RUS,2658,13,1966,0,34
128,27-10-00,29,"Nikolic, Predrag",g,BIH,2657,0,1960,0,40
129,27-10-00,30,"Polgar, Judit (GM)",wg,HUN,2656,0,1976,0,24
130,27-10-00,31,"Peng, Xiaomin",g,CHN,2655,9,1973,0,27
131,27-10-00,32,"Rublevsky, Sergei",g,RUS,2653,18,1974,0,26
132,27-10-00,33,"Bologan, Viktor",g,MDA,2651,9,1971,0,29
133,27-10-00,34,"Lautier, Joel",g,FRA,2648,0,1973,0,27
134,27-10-00,35,"Onischuk, Alexander",g,UKR,2647,18,1975,0,25
135,27-10-00,36,"Seirawan, Yasser",g,USA,2647,0,1960,0,40
136,27-10-00,37,"Nenashev, Alexander",g,UZB,2645,6,1962,0,38
137,27-10-00,38,"Milos, Gilberto",g,BRA,2644,19,1963,0,37
138,27-10-00,39,"Van Wely, Loek",g,NED,2643,0,1972,0,28
139,27-10-00,40,"Gulko, Boris F",g,USA,2642,19,1947,0,53
140,27-10-00,41,"Andersson, Ulf",g,SWE,2641,0,1951,0,49
141,27-10-00,42,"Piket, Jeroen",g,NED,2640,8,1969,0,31
142,27-10-00,43,"Shipov, Sergei",g,RUS,2640,0,1966,0,34
143,27-10-00,44,"Fedorov, Alexei",g,BLR,2639,5,1972,0,28
144,27-10-00,45,"Timman, Jan H",g,NED,2639,0,1951,0,49
145,27-10-00,46,"Zvjaginsev, Vadim",g,RUS,2635,25,1976,0,24
146,27-10-00,47,"Lastin, Alexander",g,RUS,2633,38,1976,0,24
147,27-10-00,48,"Hodgson, Julian M.",g,ENG,2633,19,1963,0,37
148,27-10-00,49,"Khenkin, Igor",g,GER,2633,0,1968,0,32
149,27-10-00,50,"Korchnoi, Viktor",g,SUI,2632,10,1931,0,69
150,27-10-00,51,"Beliavsky, Alexander G",g,SLO,2629,16,1953,0,47
151,27-10-00,52,"Ehlvest, Jaan",g,EST,2628,41,1962,0,38
152,27-10-00,53,"Sadler, Matthew",g,ENG,2628,0,1974,0,26
153,27-10-00,54,"Kharlov, Andrei",g,RUS,2627,11,1968,0,32
154,27-10-00,55,"Vaganian, Rafael A",g,ARM,2627,9,1951,0,49
155,27-10-00,56,"Milov, Vadim",g,SUI,2626,0,1972,0,28
156,27-10-00,57,"Avrukh, Boris",g,ISR,2625,0,1978,0,22
157,27-10-00,58,"Psakhis, Lev",g,ISR,2624,9,1958,0,42
158,27-10-00,59,"Ponomariov, Ruslan",g,UKR,2624,5,1983,0,17
159,27-10-00,60,"Vladimirov, Evgeny",g,KAZ,2621,23,1957,0,43
160,27-10-00,61,"Sakaev, Konstantin",g,RUS,2620,21,1974,0,26
161,27-10-00,62,"Hansen, Curt",g,DEN,2620,13,1964,0,36
162,27-10-00,63,"Kaidanov, Gregory S",g,USA,2619,7,1959,0,41
163,27-10-00,64,"Korneev, Oleg",g,RUS,2619,0,1969,0,31
164,27-10-00,65,"Kozul, Zdenko",g,CRO,2616,9,1966,0,34
165,27-10-00,66,"Minasian, Artashes",g,ARM,2614,16,1967,0,33
166,27-10-00,67,"Smagin, Sergey",g,RUS,2613,11,1958,0,42
167,27-10-00,68,"Bacrot, Etienne",g,FRA,2613,0,1983,0,17
168,27-10-00,69,"Speelman, Jonathan S.",g,ENG,2612,21,1956,0,44
169,27-10-00,70,"Baklan, Vladimir",g,UKR,2611,9,1978,0,22
170,27-10-00,71,"Sokolov, Ivan",g,BIH,2611,0,1968,0,32
171,27-10-00,72,"Tregubov, Pavel V.",g,RUS,2610,16,1971,0,29
172,27-10-00,73,"Lputian, Smbat G",g,ARM,2610,9,1958,0,42
173,27-10-00,74,"Jussupow, Artur",g,GER,2610,0,1960,0,40
174,27-10-00,75,"Landa, Konstantin",g,RUS,2610,0,1972,0,28
175,27-10-00,76,"Sutovsky, Emil",g,ISR,2609,0,1977,0,23
176,27-10-00,77,"Ftacnik, Lubomir",g,SVK,2608,0,1957,0,43
177,27-10-00,78,"Magomedov, Magaram",g,RUS,2608,0,1966,0,34
178,27-10-00,79,"Morovic Fernandez, Ivan",g,CRO,2608,0,1963,0,37
179,27-10-00,80,"Zhang, Zhong",g,CHN,2607,21,1978,0,22
180,27-10-00,81,"Tiviakov, Sergei",g,NED,2606,18,1973,0,27
181,27-10-00,82,"Huebner, Robert Dr.",g,GER,2606,8,1948,0,52
182,27-10-00,83,"Malakhov, Vladimir",g,RUS,2605,0,1980,0,20
183,27-10-00,84,"Hracek, Zbynek",g,CZE,2604,41,1970,0,30
184,27-10-00,85,"Dautov, Rustem",g,GER,2603,10,1965,0,35
185,27-10-00,86,"Wu, Wenjin",g,CHN,2602,12,1976,0,24
186,27-10-00,87,"Romanishin, Oleg M",g,UKR,2602,9,1952,0,48
187,27-10-00,88,"Grischuk, Alexander",g,RUS,2601,20,1983,0,17
188,27-10-00,89,"Filippov, Valerij",g,RUS,2601,9,1975,0,25
189,27-10-00,90,"Novikov, Igor A",g,UKR,2600,12,1962,0,38
190,27-10-00,91,"Dolmatov, Sergey",g,RUS,2600,11,1959,0,41
191,27-10-00,92,"Dorfman, Josif D",g,FRA,2600,0,1952,0,48
192,27-10-00,93,"Shabalov, Alexander",g,USA,2599,19,1967,0,33
193,27-10-00,94,"Giorgadze, Giorgi",g,GEO,2599,0,1964,0,36
194,27-10-00,95,"Kuzmin, Alexey",g,RUS,2598,9,1963,0,37
195,27-10-00,96,"Aleksandrov, Aleksej",g,BLR,2597,5,1973,0,27
196,27-10-00,97,"Lutz, Christopher",g,GER,2595,0,1971,0,29
197,27-10-00,98,"Sasikiran, Krishnan",g,IND,2594,23,1981,0,19
198,27-10-00,99,"Iordachescu, Viorel",g,MDA,2594,0,1977,0,23
199,27-10-00,100,"Rozentalis, Eduardas",g,LTU,2593,17,1963,0,37
200,27-01-01,1,"Kasparov, Garry",g,RUS,2849,0,1963,1,38
201,27-01-01,2,"Anand, Viswanathan",g,IND,2790,16,1969,1,32
202,27-01-01,3,"Kramnik, Vladimir",g,RUS,2772,0,1975,1,26
203,27-01-01,4,"Adams, Michael",g,ENG,2746,35,1971,1,30
204,27-01-01,5,"Leko, Peter",g,HUN,2745,16,1979,1,22
205,27-01-01,6,"Morozevich, Alexander",g,RUS,2745,16,1977,1,24
206,27-01-01,7,"Shirov, Alexei",g,ESP,2718,57,1972,1,29
207,27-01-01,8,"Topalov, Veselin",g,BUL,2718,26,1975,1,26
208,27-01-01,9,"Ivanchuk, Vassily",g,UKR,2717,39,1969,1,32
209,27-01-01,10,"Gelfand, Boris",g,ISR,2712,37,1968,1,33
210,27-01-01,11,"Bareev, Evgeny",g,RUS,2709,22,1966,1,35
211,27-01-01,12,"Van Wely, Loek",g,NED,2700,62,1972,1,29
212,27-01-01,13,"Svidler, Peter",g,RUS,2695,40,1976,1,25
213,27-01-01,14,"Gurevich, Mikhail",g,BEL,2694,35,1959,1,42
214,27-01-01,15,"Kasimdzhanov, Rustam",g,UZB,2693,27,1979,1,22
215,27-01-01,16,"Khalifman, Alexander",g,RUS,2690,30,1966,1,35
216,27-01-01,17,"Smirin, Ilia",g,ISR,2686,33,1968,1,33
217,27-01-01,18,"Dreev, Alexey",g,RUS,2685,13,1969,1,32
218,27-01-01,19,"Bologan, Viktor",g,MDA,2684,22,1971,1,30
219,27-01-01,20,"Karpov, Anatoly",g,RUS,2679,15,1951,1,50
220,27-01-01,21,"Ponomariov, Ruslan",g,UKR,2677,45,1983,1,18
221,27-01-01,22,"Georgiev, Kiril",g,BUL,2676,46,1965,1,36
222,27-01-01,23,"Polgar, Judit (GM)",wg,HUN,2676,34,1976,1,25
223,27-01-01,24,"Short, Nigel D.",g,ENG,2676,29,1965,1,36
224,27-01-01,25,"Tkachiev, Vladislav",g,FRA,2672,15,1973,1,28
225,27-01-01,26,"Ye, Jiangchuan",g,CHN,2671,13,1960,1,41
226,27-01-01,27,"Azmaiparashvili, Zurab",g,GEO,2670,39,1960,1,41
227,27-01-01,28,"Grischuk, Alexander",g,RUS,2663,38,1983,1,18
228,27-01-01,29,"Movsesian, Sergei",g,CZE,2661,37,1978,1,23
229,27-01-01,30,"Sokolov, Ivan",g,BIH,2659,67,1968,1,33
230,27-01-01,31,"Krasenkow, Michal",g,POL,2658,42,1963,1,38
231,27-01-01,32,"Lautier, Joel",g,FRA,2658,35,1973,1,28
232,27-01-01,33,"Onischuk, Alexander",g,UKR,2658,20,1975,1,26
233,27-01-01,34,"Rublevsky, Sergei",g,RUS,2657,26,1974,1,27
234,27-01-01,35,"Akopian, Vladimir",g,ARM,2656,8,1971,1,30
235,27-01-01,36,"Xu, Jun",g,CHN,2655,16,1962,1,39
236,27-01-01,37,"Nikolic, Predrag",g,BIH,2652,45,1960,1,41
237,27-01-01,38,"Nenashev, Alexander",g,UZB,2649,18,1962,1,39
238,27-01-01,39,"Peng, Xiaomin",g,CHN,2648,17,1973,1,28
239,27-01-01,40,"Jussupow, Artur",g,GER,2645,21,1960,1,41
240,27-01-01,41,"Vaganian, Rafael A",g,ARM,2641,26,1951,1,50
241,27-01-01,42,"Almasi, Zoltan",g,HUN,2640,42,1976,1,25
242,27-01-01,43,"Andersson, Ulf",g,SWE,2640,26,1951,1,50
243,27-01-01,44,"Seirawan, Yasser",g,USA,2640,21,1960,1,41
244,27-01-01,45,"Shipov, Sergei",g,RUS,2640,0,1966,1,35
245,27-01-01,46,"Korchnoi, Viktor",g,SUI,2639,24,1931,1,70
246,27-01-01,47,"Sakaev, Konstantin",g,RUS,2639,18,1974,1,27
247,27-01-01,48,"Kharlov, Andrei",g,RUS,2639,15,1968,1,33
248,27-01-01,49,"Beliavsky, Alexander G",g,SLO,2638,43,1953,1,48
249,27-01-01,50,"Ehlvest, Jaan",g,EST,2638,34,1962,1,39
250,27-01-01,51,"Crisan, Alexandru",g,ROM,2635,0,1962,1,39
251,27-01-01,52,"Sadler, Matthew",g,ENG,2633,6,1974,1,27
252,27-01-01,53,"Piket, Jeroen",g,NED,2632,54,1969,1,32
253,27-01-01,54,"Lastin, Alexander",g,RUS,2631,34,1976,1,25
254,27-01-01,55,"Dautov, Rustem",g,GER,2631,15,1965,1,36
255,27-01-01,56,"Zvjaginsev, Vadim",g,RUS,2631,7,1976,1,25
256,27-01-01,57,"Avrukh, Boris",g,ISR,2630,29,1978,1,23
257,27-01-01,58,"Rozentalis, Eduardas",g,LTU,2630,29,1963,1,38
258,27-01-01,59,"Timman, Jan H",g,NED,2629,38,1951,1,50
259,27-01-01,60,"Tregubov, Pavel V.",g,RUS,2628,30,1971,1,30
260,27-01-01,61,"Gulko, Boris F",g,USA,2622,28,1947,1,54
261,27-01-01,62,"Rustemov, Alexander",g,RUS,2620,62,1973,1,28
262,27-01-01,63,"Filippov, Valerij",g,RUS,2619,16,1975,1,26
263,27-01-01,64,"Hansen, Curt",g,DEN,2619,13,1964,1,37
264,27-01-01,65,"Bauer, Christian",g,FRA,2618,65,1977,1,24
265,27-01-01,66,"Ftacnik, Lubomir",g,SVK,2618,36,1957,1,44
266,27-01-01,67,"Bacrot, Etienne",g,FRA,2618,21,1983,1,18
267,27-01-01,68,"Najer, Evgeniy",g,RUS,2616,32,1977,1,24
268,27-01-01,69,"Huebner, Robert Dr.",g,GER,2616,24,1948,1,53
269,27-01-01,70,"Malakhov, Vladimir",g,RUS,2613,57,1980,1,21
270,27-01-01,71,"Baklan, Vladimir",g,UKR,2613,20,1978,1,23
271,27-01-01,72,"Smagin, Sergey",g,RUS,2613,0,1958,1,43
272,27-01-01,73,"Khenkin, Igor",g,GER,2612,28,1968,1,33
273,27-01-01,74,"Vladimirov, Evgeny",g,KAZ,2612,22,1957,1,44
274,27-01-01,75,"Aleksandrov, Aleksej",g,BLR,2610,33,1973,1,28
275,27-01-01,76,"Landa, Konstantin",g,RUS,2610,7,1972,1,29
276,27-01-01,77,"Lutz, Christopher",g,GER,2609,28,1971,1,30
277,27-01-01,78,"Shabalov, Alexander",g,USA,2609,24,1967,1,34
278,27-01-01,79,"Milos, Gilberto",g,BRA,2608,25,1963,1,38
279,27-01-01,80,"Magomedov, Magaram",g,RUS,2608,0,1966,1,35
280,27-01-01,81,"Lputian, Smbat G",g,ARM,2607,33,1958,1,43
281,27-01-01,82,"Kaidanov, Gregory S",g,USA,2607,20,1959,1,42
282,27-01-01,83,"Zhang, Zhong",g,CHN,2607,0,1978,1,23
283,27-01-01,84,"Sutovsky, Emil",g,ISR,2605,11,1977,1,24
284,27-01-01,85,"Milov, Vadim",g,SUI,2604,68,1972,1,29
285,27-01-01,86,"Marin, Mihail",g,ROM,2604,45,1965,1,36
286,27-01-01,87,"Speelman, Jonathan S.",g,ENG,2604,22,1956,1,45
287,27-01-01,88,"Dorfman, Josif D",g,FRA,2602,22,1952,1,49
288,27-01-01,89,"Hracek, Zbynek",g,CZE,2602,15,1970,1,31
289,27-01-01,90,"Sasikiran, Krishnan",g,IND,2601,35,1981,1,20
290,27-01-01,91,"Najdoski, Toni",g,MKD,2601,24,1970,1,31
291,27-01-01,92,"Korneev, Oleg",g,RUS,2600,76,1969,1,32
292,27-01-01,93,"Psakhis, Lev",g,ISR,2598,36,1958,1,43
293,27-01-01,94,"Baburin, Alexander",g,IRL,2598,20,1967,1,34
294,27-01-01,95,"Tiviakov, Sergei",g,NED,2597,39,1973,1,28
295,27-01-01,96,"Shariyazdanov, Andrey",g,RUS,2596,36,1976,1,25
296,27-01-01,97,"Hodgson, Julian M.",g,ENG,2596,21,1963,1,38
297,27-01-01,98,"Novikov, Igor A",g,UKR,2596,10,1962,1,39
298,27-01-01,99,"Nisipeanu, Liviu-Dieter",g,ROM,2596,9,1976,1,25
299,27-01-01,100,"Tukmakov, Vladimir B",g,UKR,2595,57,1946,1,55
300,27-04-01,1,"Kasparov, Garry",g,RUS,2827,38,1963,1,38
301,27-04-01,2,"Kramnik, Vladimir",g,RUS,2802,28,1975,1,26
302,27-04-01,3,"Anand, Viswanathan",g,IND,2794,13,1969,1,32
303,27-04-01,4,"Adams, Michael",g,ENG,2750,13,1971,1,30
304,27-04-01,5,"Morozevich, Alexander",g,RUS,2749,13,1977,1,24
305,27-04-01,6,"Leko, Peter",g,HUN,2731,23,1979,1,22
306,27-04-01,7,"Ivanchuk, Vassily",g,UKR,2731,13,1969,1,32
307,27-04-01,8,"Shirov, Alexei",g,ESP,2723,23,1972,1,29
308,27-04-01,9,"Gelfand, Boris",g,ISR,2712,0,1968,1,33
309,27-04-01,10,"Bareev, Evgeny",g,RUS,2709,0,1966,1,35
310,27-04-01,11,"Topalov, Veselin",g,BUL,2707,13,1975,1,26
311,27-04-01,12,"Svidler, Peter",g,RUS,2695,0,1976,1,25
312,27-04-01,13,"Karpov, Anatoly",g,RUS,2693,10,1951,1,50
313,27-04-01,14,"Kasimdzhanov, Rustam",g,UZB,2693,0,1979,1,22
314,27-04-01,15,"Smirin, Ilia",g,ISR,2691,0,1968,1,33
315,27-04-01,16,"Khalifman, Alexander",g,RUS,2690,0,1966,1,35
316,27-04-01,17,"Gurevich, Mikhail",g,BEL,2688,11,1959,1,42
317,27-04-01,18,"Dreev, Alexey",g,RUS,2685,0,1969,1,32
318,27-04-01,19,"Polgar, Judit (GM)",wg,HUN,2679,10,1976,1,25
319,27-04-01,20,"Bologan, Viktor",g,MDA,2676,5,1971,1,30
320,27-04-01,21,"Georgiev, Kiril",g,BUL,2676,0,1965,1,36
321,27-04-01,22,"Short, Nigel D.",g,ENG,2676,0,1965,1,36
322,27-04-01,23,"Ponomariov, Ruslan",g,UKR,2673,8,1983,1,18
323,27-04-01,24,"Tkachiev, Vladislav",g,FRA,2672,0,1973,1,28
324,27-04-01,25,"Ye, Jiangchuan",g,CHN,2671,0,1960,1,41
325,27-04-01,26,"Van Wely, Loek",g,NED,2670,18,1972,1,29
326,27-04-01,27,"Azmaiparashvili, Zurab",g,GEO,2670,0,1960,1,41
327,27-04-01,28,"Grischuk, Alexander",g,RUS,2668,10,1983,1,18
328,27-04-01,29,"Movsesian, Sergei",g,CZE,2661,0,1978,1,23
329,27-04-01,30,"Sokolov, Ivan",g,BIH,2659,0,1968,1,33
330,27-04-01,31,"Lautier, Joel",g,FRA,2658,0,1973,1,28
331,27-04-01,32,"Onischuk, Alexander",g,UKR,2658,0,1975,1,26
332,27-04-01,33,"Rublevsky, Sergei",g,RUS,2657,0,1974,1,27
333,27-04-01,34,"Krasenkow, Michal",g,POL,2655,4,1963,1,38
334,27-04-01,35,"Xu, Jun",g,CHN,2655,0,1962,1,39
335,27-04-01,36,"Akopian, Vladimir",g,ARM,2654,21,1971,1,30
336,27-04-01,37,"Nikolic, Predrag",g,BIH,2652,0,1960,1,41
337,27-04-01,38,"Graf, Alexander",g,GER,2649,0,1962,1,39
338,27-04-01,39,"Peng, Xiaomin",g,CHN,2648,0,1973,1,28
339,27-04-01,40,"Jussupow, Artur",g,GER,2645,0,1960,1,41
340,27-04-01,41,"Korchnoi, Viktor",g,SUI,2643,8,1931,1,70
341,27-04-01,42,"Vaganian, Rafael A",g,ARM,2641,0,1951,1,50
342,27-04-01,43,"Almasi, Zoltan",g,HUN,2640,0,1976,1,25
343,27-04-01,44,"Andersson, Ulf",g,SWE,2640,0,1951,1,50
344,27-04-01,45,"Seirawan, Yasser",g,USA,2640,0,1960,1,41
345,27-04-01,46,"Shipov, Sergei",g,RUS,2640,0,1966,1,35
346,27-04-01,47,"Kharlov, Andrei",g,RUS,2639,0,1968,1,33
347,27-04-01,48,"Beliavsky, Alexander G",g,SLO,2638,0,1953,1,48
348,27-04-01,49,"Sakaev, Konstantin",g,RUS,2637,21,1974,1,27
