,ranking_date,rank,name,title,country,rating,games,birth_year,year,age
7066,27-10-13,100,"Romanov, Evgeny",g,RUS,2654,9,1988,13,25
7067,27-11-13,1,"Carlsen, Magnus",g,NOR,2870,0,1990,13,23
7068,27-11-13,2,"Aronian, Levon",g,ARM,2801,6,1982,13,31
7069,27-11-13,3,"Kramnik, Vladimir",g,RUS,2793,9,1975,13,38
7070,27-11-13,4,"Nakamura, Hikaru",g,USA,2786,17,1987,13,26
7071,27-11-13,5,"Grischuk, Alexander",g,RUS,2785,17,1983,13,30
7072,27-11-13,6,"Caruana, Fabiano",g,ITA,2782,25,1992,13,21
7073,27-11-13,7,"Gelfand, Boris",g,ISR,2777,11,1968,13,45
7074,27-11-13,8,"Anand, Viswanathan",g,IND,2775,0,1969,13,44
7075,27-11-13,9,"Topalov, Veselin",g,BUL,2774,6,1975,13,38
7076,27-11-13,10,"Mamedyarov, Shakhriyar",g,AZE,2757,11,1985,13,28
7077,27-11-13,11,"Karjakin, Sergey",g,RUS,2756,14,1990,13,23
7078,27-11-13,12,"Dominguez Perez, Leinier",g,CUB,2754,18,1983,13,30
7079,27-11-13,13,"Svidler, Peter",g,RUS,2752,14,1976,13,37
7080,27-11-13,14,"Adams, Michael",g,ENG,2752,12,1971,13,42
7081,27-11-13,15,"Bacrot, Etienne",g,FRA,2749,13,1983,13,30
7082,27-11-13,16,"Vachier-Lagrave, Maxime",g,FRA,2742,12,1990,13,23
7083,27-11-13,17,"Vitiugov, Nikita",g,RUS,2741,15,1987,13,26
7084,27-11-13,18,"Wang, Hao",g,CHN,2737,25,1989,13,24
7085,27-11-13,19,"Eljanov, Pavel",g,UKR,2733,9,1983,13,30
7086,27-11-13,20,"Giri, Anish",g,NED,2732,19,1994,13,19
7087,27-11-13,21,"Ponomariov, Ruslan",g,UKR,2731,19,1983,13,30
7088,27-11-13,22,"Ivanchuk, Vassily",g,UKR,2731,11,1969,13,44
7089,27-11-13,23,"Leko, Peter",g,HUN,2730,7,1979,13,34
7090,27-11-13,24,"Morozevich, Alexander",g,RUS,2727,5,1977,13,36
7091,27-11-13,25,"Naiditsch, Arkadij",g,GER,2727,2,1985,13,28
7092,27-11-13,26,"Wang, Yue",g,CHN,2725,7,1987,13,26
7093,27-11-13,27,"Tomashevsky, Evgeny",g,RUS,2722,11,1987,13,26
7094,27-11-13,28,"Nepomniachtchi, Ian",g,RUS,2721,9,1990,13,23
7095,27-11-13,29,"Jakovenko, Dmitry",g,RUS,2721,7,1983,13,30
7096,27-11-13,30,"Kamsky, Gata",g,USA,2721,7,1974,13,39
7097,27-11-13,31,"Areshchenko, Alexander",g,UKR,2720,9,1986,13,27
7098,27-11-13,32,"So, Wesley",g,PHI,2719,6,1993,13,20
7099,27-11-13,33,"Radjabov, Teimour",g,AZE,2715,12,1987,13,26
7100,27-11-13,34,"Korobov, Anton",g,UKR,2713,7,1985,13,28
7101,27-11-13,35,"Ding, Liren",g,CHN,2711,6,1992,13,21
7102,27-11-13,36,"Wojtaszek, Radoslaw",g,POL,2711,6,1987,13,26
7103,27-11-13,37,"Andreikin, Dmitry",g,RUS,2710,9,1990,13,23
7104,27-11-13,38,"Almasi, Zoltan",g,HUN,2710,1,1976,13,37
7105,27-11-13,39,"Moiseenko, Alexander",g,UKR,2709,10,1980,13,33
7106,27-11-13,40,"Malakhov, Vladimir",g,RUS,2708,13,1980,13,33
7107,27-11-13,41,"Fressinet, Laurent",g,FRA,2707,15,1981,13,32
7108,27-11-13,42,"Rublevsky, Sergei",g,RUS,2706,6,1974,13,39
7109,27-11-13,43,"Navara, David",g,CZE,2705,9,1985,13,28
7110,27-11-13,44,"Vallejo Pons, Francisco",g,ESP,2705,0,1982,13,31
7111,27-11-13,45,"Harikrishna, P.",g,IND,2704,7,1986,13,27
7112,27-11-13,46,"Le, Quang Liem",g,VIE,2703,9,1991,13,22
7113,27-11-13,47,"Kryvoruchko, Yuriy",g,UKR,2701,2,1986,13,27
7114,27-11-13,48,"Matlakov, Maxim",g,RUS,2700,15,1991,13,22
7115,27-11-13,49,"Movsesian, Sergei",g,ARM,2700,7,1978,13,35
7116,27-11-13,50,"Alekseev, Evgeny",g,RUS,2698,9,1985,13,28
7117,27-11-13,51,"Kasimdzhanov, Rustam",g,UZB,2698,2,1979,13,34
7118,27-11-13,52,"McShane, Luke J",g,ENG,2696,2,1984,13,29
7119,27-11-13,53,"Inarkiev, Ernesto",g,RUS,2695,9,1985,13,28
7120,27-11-13,54,"Shirov, Alexei",g,LAT,2695,7,1972,13,41
7121,27-11-13,55,"Jobava, Baadur",g,GEO,2695,5,1983,13,30
7122,27-11-13,56,"Zhigalko, Sergei",g,BLR,2694,15,1989,13,24
7123,27-11-13,57,"Riazantsev, Alexander",g,RUS,2689,5,1985,13,28
7124,27-11-13,58,"Polgar, Judit",g,HUN,2689,0,1976,13,37
7125,27-11-13,59,"Bu, Xiangzhi",g,CHN,2683,5,1985,13,28
7126,27-11-13,60,"Nisipeanu, Liviu-Dieter",g,ROU,2682,8,1976,13,37
7127,27-11-13,61,"Volokitin, Andrei",g,UKR,2682,2,1986,13,27
7128,27-11-13,62,"Rodshtein, Maxim",g,ISR,2681,11,1989,13,24
7129,27-11-13,63,"Akopian, Vladimir",g,ARM,2681,9,1971,13,42
7130,27-11-13,64,"Rapport, Richard",g,HUN,2680,15,1996,13,17
7131,27-11-13,65,"Short, Nigel D",g,ENG,2680,11,1965,13,48
7132,27-11-13,66,"Granda Zuniga, Julio E",g,PER,2680,8,1967,13,46
7133,27-11-13,67,"Li, Chao b",g,CHN,2679,7,1989,13,24
7134,27-11-13,68,"Van Wely, Loek",g,NED,2678,6,1972,13,41
7135,27-11-13,69,"Bruzon Batista, Lazaro",g,CUB,2677,8,1982,13,31
7136,27-11-13,70,"Laznicka, Viktor",g,CZE,2677,7,1988,13,25
7137,27-11-13,71,"Sargissian, Gabriel",g,ARM,2676,0,1983,13,30
7138,27-11-13,72,"Khismatullin, Denis",g,RUS,2674,16,1984,13,29
7139,27-11-13,73,"Berkes, Ferenc",g,HUN,2674,3,1985,13,28
7140,27-11-13,74,"Dreev, Aleksey",g,RUS,2673,16,1969,13,44
7141,27-11-13,75,"Cheparinov, Ivan",g,BUL,2672,14,1986,13,27
7142,27-11-13,76,"Ragger, Markus",g,AUT,2672,9,1988,13,25
7143,27-11-13,77,"Onischuk, Alexander",g,USA,2672,0,1975,13,38
7144,27-11-13,78,"Negi, Parimarjan",g,IND,2671,2,1993,13,20
7145,27-11-13,79,"Grachev, Boris",g,RUS,2669,0,1986,13,27
7146,27-11-13,80,"Istratescu, Andrei",g,FRA,2668,16,1975,13,38
7147,27-11-13,81,"Ni, Hua",g,CHN,2668,7,1983,13,30
7148,27-11-13,82,"Yu, Yangyi",g,CHN,2668,7,1994,13,19
7149,27-11-13,83,"Fedorchuk, Sergey A.",g,UKR,2666,10,1981,13,32
7150,27-11-13,84,"Lysyj, Igor",g,RUS,2666,9,1987,13,26
7151,27-11-13,85,"Sasikiran, Krishnan",g,IND,2666,7,1981,13,32
7152,27-11-13,86,"Tiviakov, Sergei",g,NED,2663,7,1973,13,40
7153,27-11-13,87,"Bologan, Viktor",g,MDA,2662,4,1971,13,42
7154,27-11-13,88,"Socko, Bartosz",g,POL,2661,1,1978,13,35
7155,27-11-13,89,"Petrosian, Tigran L.",g,ARM,2660,0,1984,13,29
7156,27-11-13,90,"Erdos, Viktor",g,HUN,2658,3,1987,13,26
7157,27-11-13,91,"Gharamian, Tigran",g,FRA,2658,2,1984,13,29
7158,27-11-13,92,"Efimenko, Zahar",g,UKR,2657,7,1985,13,28
7159,27-11-13,93,"Sutovsky, Emil",g,ISR,2657,6,1977,13,36
7160,27-11-13,94,"Khairullin, Ildar",g,RUS,2653,13,1990,13,23
7161,27-11-13,95,"Zvjaginsev, Vadim",g,RUS,2653,13,1976,13,37
7162,27-11-13,96,"Gareev, Timur",g,USA,2653,9,1988,13,25
7163,27-11-13,97,"Romanov, Evgeny",g,RUS,2653,9,1988,13,25
7164,27-11-13,98,"Edouard, Romain",g,FRA,2653,5,1990,13,23
7165,27-11-13,99,"Safarli, Eltaj",g,AZE,2653,2,1992,13,21
7166,27-11-13,100,"Popov, Ivan",g,RUS,2652,5,1990,13,23
7167,27-11-13,101,"Amin, Bassem",g,EGY,2652,0,1988,13,25
7168,27-12-13,1,"Carlsen, Magnus",g,NOR,2872,10,1990,13,23
7169,27-12-13,2,"Aronian, Levon",g,ARM,2803,9,1982,13,31
7170,27-12-13,3,"Kramnik, Vladimir",g,RUS,2793,0,1975,13,38
7171,27-12-13,4,"Nakamura, Hikaru",g,USA,2786,0,1987,13,26
7172,27-12-13,5,"Topalov, Veselin",g,BUL,2785,7,1975,13,38
7173,27-12-13,6,"Grischuk, Alexander",g,RUS,2783,8,1983,13,30
7174,27-12-13,7,"Caruana, Fabiano",g,ITA,2782,9,1992,13,21
7175,27-12-13,8,"Gelfand, Boris",g,ISR,2777,0,1968,13,45
7176,27-12-13,9,"Anand, Viswanathan",g,IND,2773,10,1969,13,44
7177,27-12-13,10,"Svidler, Peter",g,RUS,2758,11,1976,13,37
7178,27-12-13,11,"Mamedyarov, Shakhriyar",g,AZE,2757,8,1985,13,28
7179,27-12-13,12,"Karjakin, Sergey",g,RUS,2756,0,1990,13,23
7180,27-12-13,13,"Adams, Michael",g,ENG,2754,8,1971,13,42
7181,27-12-13,14,"Dominguez Perez, Leinier",g,CUB,2754,0,1983,13,30
7182,27-12-13,15,"Vachier-Lagrave, Maxime",g,FRA,2745,11,1990,13,23
7183,27-12-13,16,"Vitiugov, Nikita",g,RUS,2741,0,1987,13,26
7184,27-12-13,17,"Bacrot, Etienne",g,FRA,2740,10,1983,13,30
7185,27-12-13,18,"Naiditsch, Arkadij",g,GER,2737,9,1985,13,28
7186,27-12-13,19,"Wang, Hao",g,CHN,2735,3,1989,13,24
7187,27-12-13,20,"Giri, Anish",g,NED,2734,10,1994,13,19
7188,27-12-13,21,"Eljanov, Pavel",g,UKR,2733,0,1983,13,30
7189,27-12-13,22,"Ivanchuk, Vassily",g,UKR,2731,0,1969,13,44
7190,27-12-13,23,"Ponomariov, Ruslan",g,UKR,2731,0,1983,13,30
7191,27-12-13,24,"Leko, Peter",g,HUN,2730,0,1979,13,34
7192,27-12-13,25,"Wang, Yue",g,CHN,2723,3,1987,13,26
7193,27-12-13,26,"Morozevich, Alexander",g,RUS,2722,6,1977,13,36
7194,27-12-13,27,"Jakovenko, Dmitry",g,RUS,2721,0,1983,13,30
7195,27-12-13,28,"Kamsky, Gata",g,USA,2721,0,1974,13,39
7196,27-12-13,29,"Nepomniachtchi, Ian",g,RUS,2721,0,1990,13,23
7197,27-12-13,30,"So, Wesley",g,PHI,2719,0,1993,13,20
7198,27-12-13,31,"Malakhov, Vladimir",g,RUS,2716,3,1980,13,33
7199,27-12-13,32,"Tomashevsky, Evgeny",g,RUS,2715,6,1987,13,26
7200,27-12-13,33,"Moiseenko, Alexander",g,UKR,2713,8,1980,13,33
7201,27-12-13,34,"Radjabov, Teimour",g,AZE,2713,8,1987,13,26
7202,27-12-13,35,"Korobov, Anton",g,UKR,2713,0,1985,13,28
7203,27-12-13,36,"Areshchenko, Alexander",g,UKR,2712,10,1986,13,27
7204,27-12-13,37,"Wojtaszek, Radoslaw",g,POL,2711,0,1987,13,26
7205,27-12-13,38,"Ding, Liren",g,CHN,2710,3,1992,13,21
7206,27-12-13,39,"Andreikin, Dmitry",g,RUS,2709,7,1990,13,23
7207,27-12-13,40,"Almasi, Zoltan",g,HUN,2708,10,1976,13,37
7208,27-12-13,41,"Navara, David",g,CZE,2708,9,1985,13,28
7209,27-12-13,42,"Harikrishna, P.",g,IND,2708,2,1986,13,27
7210,27-12-13,43,"Fressinet, Laurent",g,FRA,2707,0,1981,13,32
7211,27-12-13,44,"Rublevsky, Sergei",g,RUS,2706,0,1974,13,39
7212,27-12-13,45,"Vallejo Pons, Francisco",g,ESP,2705,10,1982,13,31
7213,27-12-13,46,"Jobava, Baadur",g,GEO,2705,9,1983,13,30
7214,27-12-13,47,"Le, Quang Liem",g,VIE,2703,0,1991,13,22
7215,27-12-13,48,"Kasimdzhanov, Rustam",g,UZB,2701,2,1979,13,34
7216,27-12-13,49,"Kryvoruchko, Yuriy",g,UKR,2701,0,1986,13,27
7217,27-12-13,50,"Matlakov, Maxim",g,RUS,2700,0,1991,13,22
7218,27-12-13,51,"Inarkiev, Ernesto",g,RUS,2698,1,1985,13,28
7219,27-12-13,52,"Alekseev, Evgeny",g,RUS,2698,0,1985,13,28
7220,27-12-13,53,"Shirov, Alexei",g,LAT,2695,0,1972,13,41
7221,27-12-13,54,"Polgar, Judit",g,HUN,2693,8,1976,13,37
7222,27-12-13,55,"Nisipeanu, Liviu-Dieter",g,ROU,2691,9,1976,13,37
7223,27-12-13,56,"Movsesian, Sergei",g,ARM,2689,9,1978,13,35
7224,27-12-13,57,"Riazantsev, Alexander",g,RUS,2689,0,1985,13,28
7225,27-12-13,58,"Rapport, Richard",g,HUN,2687,2,1996,13,17
7226,27-12-13,59,"Bu, Xiangzhi",g,CHN,2685,3,1985,13,28
7227,27-12-13,60,"McShane, Luke J",g,ENG,2684,7,1984,13,29
7228,27-12-13,61,"Akopian, Vladimir",g,ARM,2684,5,1971,13,42
7229,27-12-13,62,"Short, Nigel D",g,ENG,2683,7,1965,13,48
7230,27-12-13,63,"Li, Chao b",g,CHN,2683,3,1989,13,24
7231,27-12-13,64,"Rodshtein, Maxim",g,ISR,2683,2,1989,13,24
7232,27-12-13,65,"Zhigalko, Sergei",g,BLR,2682,9,1989,13,24
7233,27-12-13,66,"Laznicka, Viktor",g,CZE,2681,9,1988,13,25
7234,27-12-13,67,"Granda Zuniga, Julio E",g,PER,2680,0,1967,13,46
7235,27-12-13,68,"Volokitin, Andrei",g,UKR,2678,10,1986,13,27
7236,27-12-13,69,"Van Wely, Loek",g,NED,2678,2,1972,13,41
7237,27-12-13,70,"Berkes, Ferenc",g,HUN,2677,11,1985,13,28
7238,27-12-13,71,"Bruzon Batista, Lazaro",g,CUB,2677,0,1982,13,31
7239,27-12-13,72,"Sargissian, Gabriel",g,ARM,2675,9,1983,13,30
7240,27-12-13,73,"Khismatullin, Denis",g,RUS,2674,0,1984,13,29
7241,27-12-13,74,"Dreev, Aleksey",g,RUS,2673,0,1969,13,44
7242,27-12-13,75,"Cheparinov, Ivan",g,BUL,2672,0,1986,13,27
7243,27-12-13,76,"Onischuk, Alexander",g,USA,2672,0,1975,13,38
7244,27-12-13,77,"Negi, Parimarjan",g,IND,2671,0,1993,13,20
7245,27-12-13,78,"Istratescu, Andrei",g,FRA,2670,10,1975,13,38
7246,27-12-13,79,"Ni, Hua",g,CHN,2669,3,1983,13,30
7247,27-12-13,80,"Grachev, Boris",g,RUS,2669,0,1986,13,27
7248,27-12-13,81,"Yu, Yangyi",g,CHN,2667,3,1994,13,19
7249,27-12-13,82,"Lysyj, Igor",g,RUS,2666,0,1987,13,26
7250,27-12-13,83,"Sasikiran, Krishnan",g,IND,2666,0,1981,13,32
7251,27-12-13,84,"Edouard, Romain",g,FRA,2665,17,1990,13,23
7252,27-12-13,85,"Bologan, Viktor",g,MDA,2661,2,1971,13,42
7253,27-12-13,86,"Fedorchuk, Sergey A.",g,UKR,2660,15,1981,13,32
7254,27-12-13,87,"Erdos, Viktor",g,HUN,2658,10,1987,13,26
7255,27-12-13,88,"Tiviakov, Sergei",g,NED,2658,2,1973,13,40
7256,27-12-13,89,"Socko, Bartosz",g,POL,2657,9,1978,13,35
7257,27-12-13,90,"Sutovsky, Emil",g,ISR,2657,0,1977,13,36
7258,27-12-13,91,"Mamedov, Rauf",g,AZE,2656,8,1988,13,25
7259,27-12-13,92,"Gharamian, Tigran",g,FRA,2656,1,1984,13,29
7260,27-12-13,93,"Efimenko, Zahar",g,UKR,2655,8,1985,13,28
7261,27-12-13,94,"Romanov, Evgeny",g,RUS,2654,11,1988,13,25
7262,27-12-13,95,"Amin, Bassem",g,EGY,2654,9,1988,13,25
7263,27-12-13,96,"Jones, Gawain C B",g,ENG,2654,8,1987,13,26
7264,27-12-13,97,"Khairullin, Ildar",g,RUS,2653,0,1990,13,23
7265,27-12-13,98,"Zvjaginsev, Vadim",g,RUS,2653,0,1976,13,37
7266,27-12-13,99,"Nielsen, Peter Heine",g,DEN,2652,3,1973,13,40
7267,27-12-13,100,"Lenic, Luka",g,SLO,2651,9,1988,13,25
7268,27-12-13,101,"Beliavsky, Alexander G",g,SLO,2651,0,1953,13,60
7269,27-01-14,1,"Carlsen, Magnus",g,NOR,2872,0,1990,14,24
7270,27-01-14,2,"Aronian, Levon",g,ARM,2812,8,1982,14,32
7271,27-01-14,3,"Nakamura, Hikaru",g,USA,2789,7,1987,14,27
7272,27-01-14,4,"Kramnik, Vladimir",g,RUS,2787,8,1975,14,39
7273,27-01-14,5,"Topalov, Veselin",g,BUL,2785,0,1975,14,39
7274,27-01-14,6,"Caruana, Fabiano",g,ITA,2782,0,1992,14,22
7275,27-01-14,7,"Grischuk, Alexander",g,RUS,2777,7,1983,14,31
7276,27-01-14,8,"Gelfand, Boris",g,ISR,2777,0,1968,14,46
7277,27-01-14,9,"Anand, Viswanathan",g,IND,2773,0,1969,14,45
7278,27-01-14,10,"Karjakin, Sergey",g,RUS,2759,8,1990,14,24
7279,27-01-14,11,"Svidler, Peter",g,RUS,2758,0,1976,14,38
7280,27-01-14,12,"Mamedyarov, Shakhriyar",g,AZE,2757,0,1985,14,29
7281,27-01-14,13,"Adams, Michael",g,ENG,2754,0,1971,14,43
7282,27-01-14,14,"Dominguez Perez, Leinier",g,CUB,2754,0,1983,14,31
7283,27-01-14,15,"Vachier-Lagrave, Maxime",g,FRA,2745,0,1990,14,24
7284,27-01-14,16,"Ivanchuk, Vassily",g,UKR,2739,8,1969,14,45
7285,27-01-14,17,"Bacrot, Etienne",g,FRA,2738,2,1983,14,31
7286,27-01-14,18,"Vitiugov, Nikita",g,RUS,2737,6,1987,14,27
7287,27-01-14,19,"Giri, Anish",g,NED,2734,9,1994,14,20
7288,27-01-14,20,"Wang, Hao",g,CHN,2734,1,1989,14,25
7289,27-01-14,21,"Eljanov, Pavel",g,UKR,2733,0,1983,14,31
7290,27-01-14,22,"Nepomniachtchi, Ian",g,RUS,2732,7,1990,14,24
7291,27-01-14,23,"Leko, Peter",g,HUN,2730,0,1979,14,35
7292,27-01-14,24,"Jakovenko, Dmitry",g,RUS,2727,8,1983,14,31
7293,27-01-14,25,"Korobov, Anton",g,UKR,2723,8,1985,14,29
7294,27-01-14,26,"Morozevich, Alexander",g,RUS,2722,0,1977,14,37
7295,27-01-14,27,"Ponomariov, Ruslan",g,UKR,2721,4,1983,14,31
7296,27-01-14,28,"So, Wesley",g,PHI,2719,0,1993,14,21
7297,27-01-14,29,"Naiditsch, Arkadij",g,GER,2718,10,1985,14,29
7298,27-01-14,30,"Wang, Yue",g,CHN,2717,11,1987,14,27
7299,27-01-14,31,"Ding, Liren",g,CHN,2717,9,1992,14,22
7300,27-01-14,32,"Malakhov, Vladimir",g,RUS,2717,6,1980,14,34
7301,27-01-14,33,"Tomashevsky, Evgeny",g,RUS,2715,0,1987,14,27
7302,27-01-14,34,"Radjabov, Teimour",g,AZE,2713,0,1987,14,27
7303,27-01-14,35,"Shirov, Alexei",g,LAT,2711,8,1972,14,42
7304,27-01-14,36,"Wojtaszek, Radoslaw",g,POL,2711,0,1987,14,27
7305,27-01-14,37,"Jobava, Baadur",g,GEO,2710,8,1983,14,31
7306,27-01-14,38,"Moiseenko, Alexander",g,UKR,2710,7,1980,14,34
7307,27-01-14,39,"Kamsky, Gata",g,USA,2709,9,1974,14,40
7308,27-01-14,40,"Fressinet, Laurent",g,FRA,2709,2,1981,14,33
7309,27-01-14,41,"Andreikin, Dmitry",g,RUS,2709,0,1990,14,24
7310,27-01-14,42,"Almasi, Zoltan",g,HUN,2708,0,1976,14,38
7311,27-01-14,43,"Vallejo Pons, Francisco",g,ESP,2707,2,1982,14,32
7312,27-01-14,44,"Areshchenko, Alexander",g,UKR,2706,8,1986,14,28
7313,27-01-14,45,"Harikrishna, P.",g,IND,2706,2,1986,14,28
7314,27-01-14,46,"Rublevsky, Sergei",g,RUS,2706,0,1974,14,40
7315,27-01-14,47,"Kryvoruchko, Yuriy",g,UKR,2704,9,1986,14,28
7316,27-01-14,48,"Le, Quang Liem",g,VIE,2703,0,1991,14,23
7317,27-01-14,49,"Navara, David",g,CZE,2702,2,1985,14,29
7318,27-01-14,50,"Matlakov, Maxim",g,RUS,2700,0,1991,14,23
7319,27-01-14,51,"Bu, Xiangzhi",g,CHN,2699,12,1985,14,29
7320,27-01-14,52,"Kasimdzhanov, Rustam",g,UZB,2698,2,1979,14,35
7321,27-01-14,53,"Alekseev, Evgeny",g,RUS,2698,0,1985,14,29
7322,27-01-14,54,"Inarkiev, Ernesto",g,RUS,2698,0,1985,14,29
7323,27-01-14,55,"Polgar, Judit",g,HUN,2693,0,1976,14,38
7324,27-01-14,56,"Rapport, Richard",g,HUN,2691,3,1996,14,18
7325,27-01-14,57,"Nisipeanu, Liviu-Dieter",g,ROU,2691,2,1976,14,38
7326,27-01-14,58,"Riazantsev, Alexander",g,RUS,2689,0,1985,14,29
7327,27-01-14,59,"McShane, Luke J",g,ENG,2684,0,1984,14,30
7328,27-01-14,60,"Short, Nigel D",g,ENG,2683,0,1965,14,49
7329,27-01-14,61,"Rodshtein, Maxim",g,ISR,2682,11,1989,14,25
7330,27-01-14,62,"Akopian, Vladimir",g,ARM,2682,9,1971,14,43
7331,27-01-14,63,"Zhigalko, Sergei",g,BLR,2682,0,1989,14,25
7332,27-01-14,64,"Laznicka, Viktor",g,CZE,2681,0,1988,14,26
7333,27-01-14,65,"Li, Chao b",g,CHN,2680,13,1989,14,25
7334,27-01-14,66,"Berkes, Ferenc",g,HUN,2680,11,1985,14,29
7335,27-01-14,67,"Granda Zuniga, Julio E",g,PER,2680,0,1967,14,47
7336,27-01-14,68,"Onischuk, Alexander",g,USA,2679,8,1975,14,39
7337,27-01-14,69,"Volokitin, Andrei",g,UKR,2679,5,1986,14,28
7338,27-01-14,70,"Yu, Yangyi",g,CHN,2677,12,1994,14,20
7339,27-01-14,71,"Movsesian, Sergei",g,ARM,2677,8,1978,14,36
7340,27-01-14,72,"Istratescu, Andrei",g,FRA,2677,4,1975,14,39
7341,27-01-14,73,"Bruzon Batista, Lazaro",g,CUB,2676,27,1982,14,32
7342,27-01-14,74,"Sasikiran, Krishnan",g,IND,2676,13,1981,14,33
7343,27-01-14,75,"Khismatullin, Denis",g,RUS,2674,4,1984,14,30
7344,27-01-14,76,"Dreev, Aleksey",g,RUS,2673,0,1969,14,45
7345,27-01-14,77,"Van Wely, Loek",g,NED,2672,9,1972,14,42
7346,27-01-14,78,"Cheparinov, Ivan",g,BUL,2672,0,1986,14,28
7347,27-01-14,79,"Sargissian, Gabriel",g,ARM,2671,9,1983,14,31
7348,27-01-14,80,"Grachev, Boris",g,RUS,2668,9,1986,14,28
7349,27-01-14,81,"Lysyj, Igor",g,RUS,2666,0,1987,14,27
7350,27-01-14,82,"Amin, Bassem",g,EGY,2665,26,1988,14,26
7351,27-01-14,83,"Sutovsky, Emil",g,ISR,2663,4,1977,14,37
7352,27-01-14,84,"Bologan, Viktor",g,MDA,2661,0,1971,14,43
7353,27-01-14,85,"Mamedov, Rauf",g,AZE,2659,8,1988,14,26
7354,27-01-14,86,"Ni, Hua",g,CHN,2658,5,1983,14,31
7355,27-01-14,87,"Edouard, Romain",g,FRA,2658,2,1990,14,24
7356,27-01-14,88,"Socko, Bartosz",g,POL,2657,0,1978,14,36
7357,27-01-14,89,"Lenic, Luka",g,SLO,2656,11,1988,14,26
7358,27-01-14,90,"Ragger, Markus",g,AUT,2656,6,1988,14,26
7359,27-01-14,91,"Erdos, Viktor",g,HUN,2656,2,1987,14,27
7360,27-01-14,92,"Mchedlishvili, Mikheil",g,GEO,2655,2,1979,14,35
7361,27-01-14,93,"Efimenko, Zahar",g,UKR,2655,0,1985,14,29
7362,27-01-14,94,"Romanov, Evgeny",g,RUS,2654,20,1988,14,26
7363,27-01-14,95,"Motylev, Alexander",g,RUS,2654,6,1979,14,35
7364,27-01-14,96,"Petrosian, Tigran L.",g,ARM,2654,4,1984,14,30
7365,27-01-14,97,"Jones, Gawain C B",g,ENG,2654,0,1987,14,27
7366,27-01-14,98,"Georgiev, Kiril",g,BUL,2653,9,1965,14,49
7367,27-01-14,99,"Khairullin, Ildar",g,RUS,2653,1,1990,14,24
7368,27-01-14,100,"Zvjaginsev, Vadim",g,RUS,2653,0,1976,14,38
7369,27-01-14,101,"Nielsen, Peter Heine",g,DEN,2652,0,1973,14,41
7370,27-02-14,1,"Carlsen, Magnus",g,NOR,2872,0,1990,14,24
7371,27-02-14,2,"Aronian, Levon",g,ARM,2826,11,1982,14,32
7372,27-02-14,3,"Kramnik, Vladimir",g,RUS,2787,0,1975,14,39
7373,27-02-14,4,"Topalov, Veselin",g,BUL,2785,0,1975,14,39
7374,27-02-14,5,"Caruana, Fabiano",g,ITA,2781,11,1992,14,22
7375,27-02-14,6,"Grischuk, Alexander",g,RUS,2777,0,1983,14,31
7376,27-02-14,7,"Nakamura, Hikaru",g,USA,2776,11,1987,14,27
7377,27-02-14,8,"Anand, Viswanathan",g,IND,2773,0,1969,14,45
7378,27-02-14,9,"Karjakin, Sergey",g,RUS,2766,11,1990,14,24
7379,27-02-14,10,"Gelfand, Boris",g,ISR,2761,11,1968,14,46
7380,27-02-14,11,"Svidler, Peter",g,RUS,2758,0,1976,14,38
7381,27-02-14,12,"Dominguez Perez, Leinier",g,CUB,2757,11,1983,14,31
7382,27-02-14,13,"Mamedyarov, Shakhriyar",g,AZE,2757,0,1985,14,29
7383,27-02-14,14,"Adams, Michael",g,ENG,2754,0,1971,14,43
7384,27-02-14,15,"Giri, Anish",g,NED,2746,11,1994,14,20
7385,27-02-14,16,"Vachier-Lagrave, Maxime",g,FRA,2745,0,1990,14,24
7386,27-02-14,17,"Ivanchuk, Vassily",g,UKR,2739,0,1969,14,45
7387,27-02-14,18,"So, Wesley",g,PHI,2738,17,1993,14,21
7388,27-02-14,19,"Bacrot, Etienne",g,FRA,2738,0,1983,14,31
7389,27-02-14,20,"Vitiugov, Nikita",g,RUS,2737,0,1987,14,27
7390,27-02-14,21,"Wang, Hao",g,CHN,2734,0,1989,14,25
7391,27-02-14,22,"Eljanov, Pavel",g,UKR,2733,0,1983,14,31
7392,27-02-14,23,"Nepomniachtchi, Ian",g,RUS,2732,0,1990,14,24
7393,27-02-14,24,"Leko, Peter",g,HUN,2730,0,1979,14,35
7394,27-02-14,25,"Jakovenko, Dmitry",g,RUS,2723,1,1983,14,31
7395,27-02-14,26,"Korobov, Anton",g,UKR,2723,0,1985,14,29
7396,27-02-14,27,"Morozevich, Alexander",g,RUS,2722,0,1977,14,37
7397,27-02-14,28,"Ponomariov, Ruslan",g,UKR,2721,0,1983,14,31
7398,27-02-14,29,"Ding, Liren",g,CHN,2717,0,1992,14,22
7399,27-02-14,30,"Malakhov, Vladimir",g,RUS,2717,0,1980,14,34
7400,27-02-14,31,"Wang, Yue",g,CHN,2717,0,1987,14,27
7401,27-02-14,32,"Wojtaszek, Radoslaw",g,POL,2715,27,1987,14,27
7402,27-02-14,33,"Tomashevsky, Evgeny",g,RUS,2715,0,1987,14,27
7403,27-02-14,34,"Radjabov, Teimour",g,AZE,2713,0,1987,14,27
7404,27-02-14,35,"Harikrishna, P.",g,IND,2712,11,1986,14,28
7405,27-02-14,36,"Shirov, Alexei",g,LAT,2711,0,1972,14,42
